name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Vyky Pegg,74.0,Female,64,Healthcare & Therapy,Manufacturing,Mass Customer,Yes,11,2322,New South Wales,7,988,0.3995,0.46,0.5750000000000001,0.5750000000000001,0.48875,988
Kellen Pawelski,72.0,Female,83,unknown,Manufacturing,High Net Worth,Yes,11,2193,New South Wales,8,988,0.3995,0.48,0.6,0.75,0.75,988
Jermaine Bagshawe,63.0,Female,60,Administrative Roles,Property,Mass Customer,Yes,9,4209,Queensland,6,988,0.3995,1.0,1.25,1.25,1.0625,988
Bryan Jachtym,43.0,Male,59,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,15,3356,Victoria,3,988,0.3995,0.85,1.0625,1.0625,0.903125,988
Renie Laundon,44.0,Female,32,Administrative Roles,Entertainment,Mass Customer,Yes,8,4118,Queensland,3,993,0.391,0.66,0.8250000000000001,0.8250000000000001,0.70125,993
Weidar Etheridge,58.0,Male,38,Finance & Accounting,Financial Services,Mass Customer,Yes,6,2422,New South Wales,4,994,0.3825,0.79,0.9875,0.9875,0.839375,994
Datha Fishburn,27.0,Female,15,Administrative Roles,Retail,Mass Customer,No,3,3079,Victoria,12,994,0.3825,0.51,0.51,0.6375,0.541875,994
Ferdinand Romanetti,58.0,Male,60,Administrative Roles,Financial Services,Affluent Customer,No,9,2200,New South Wales,7,996,0.374,0.96,0.96,0.96,0.96,996
Burk Wortley,16.0,Male,22,Marketing & Media,Health,Mass Customer,No,6,2196,New South Wales,10,997,0.357,0.44,0.44,0.55,0.4675,997
Melloney Temby,63.0,Female,17,Finance & Accounting,Financial Services,Affluent Customer,Yes,15,4702,Queensland,2,997,0.357,0.77,0.9625,0.9625,0.9625,997
Dickie Cubbini,65.0,Male,30,Finance & Accounting,Financial Services,Mass Customer,Yes,19,4215,Queensland,2,997,0.357,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,997
Sylas Duffill,62.0,Male,56,Administrative Roles,Property,Mass Customer,Yes,14,2010,New South Wales,9,1000,0.34,1.04,1.3,1.625,1.3812499999999999,1000
